C_ID_UD_ORGANICA;C_DNM_UD_ORGANICA;C_ID_NIVEL_ADMON;C_ID_TIPO_ENT_PUBLICA;N_NIVEL_JERARQUICO;C_ID_DEP_UD_SUPERIOR;C_DNM_UD_ORGANICA;C_ID_DEP_UD_PRINCIPAL;C_DNM_UD_ORGANICA;B_SW_DEP_EDP_PRINCIPAL;C_ID_DEP_EDP_PRINCIPAL;C_DNM_UD_ORGANICA;C_ID_ESTADO;D_VIG_ALTA_OFICIAL;NIF_CIF
A08030850;Centro Educacion Personas Adultas Luis Vives de Quintanar de la Orden;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030851;Centro Educacion Personas Adultas Rio Tajo de Talavera de la Reina;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030852;Centro Educacion Personas Adultas Poligono de Toledo;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030853;Centro Educacion Personas Adultas la Raña de Navahermosa;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030854;Centro Educacion Personas Adultas Teresa Enriquez de Torrijos;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030855;Centro Educacion Personas Adultas Pedro Gumiel de Illescas;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030856;Colegio Educacion Personas Adultas Isilus de Seseña;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030857;Escuela de Arte de Toledo;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030858;Escuela de Arte Talavera de la Reina;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030859;Conservatorio Profesional de Musica Jacinto Guerrero de Toledo;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030860;Escuela Oficial de Idiomas Raimundo de Toledo;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030861;Escuela Oficial de Idiomas Talavera de la Reina;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030862;Centro Educacion Especial Bios de Talavera de la Reina;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030863;Centro Educacion Especial Ciudad de Toledo;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030864;Centro Educacion Especial Mingoliva de Madridejos;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030865;Centro Educacion Especial Esquivias;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030866;Colegio Rural Agrupado Rio Tajo - Alcolea de Tajo;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030867;Colegio Rural Agrupado Campo Arañuelo - Calzada de Oropesa;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030868;Colegio Rural Agrupado Campos de Castilla - Domingo Perez;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030869;Colegio Rural Agrupado la Jara - el Campillo de la Jara;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030870;Colegio Rural Agrupado Villas del Tajo - el Puente del Arzobispo;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030871;Colegio Rural Agrupado Tierras de Viriato - el Real de San Vicente;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030872;Colegio Rural Agrupado Entrerrios - los Cerralbos;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030873;Colegio Rural Agrupado Ribera del Guadyerbas - Mejorada;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030874;Colegio Rural Agrupado Montes de Toledo - Nava de Ricomalillo;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030875;Colegio Rural Agrupado Sierra de San Vicente - Navamorcuende;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030876;Colegio Rural Agrupado Rio Pusa - San Martin de Pusa;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030877;Escuela Superior Conservatorio Restauracion Bienes Culturales Diseño y Ceramica;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030878;Equipo Atencion Educativa Hospitalaria y Domiciliaria Toledo;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08030879;Equipo Atencion Educativa Hospitalaria y Domiciliaria Talavera Reina;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08031372;Albergue Juvenil San Servando Toledo;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08036152;Centro Educacion Personas Adultas Nuestra Señora de la Merced de Ocaña;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08036153;Escuela Infantil de Ocaña;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08040992;Centro Integrado Formacion Profesional Numero 1 Toledo;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08050192;Centro Educación Personas Adultas Nuestra Señora de la Merced de Ocaña;2;;4;A08027343;Delegacion Provincial Consejeria Educacion, Cultura y Deportes Toledo;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08027995;Secretaria Delegacion Provincial Bienestar Social Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08027996;Servicio Atencion Dependencia Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08027997;Servicio Atencion Primaria, Inclusion y Prestaciones Economicas Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08027998;Servicio Infancia y Familia Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08027999;Servicio Atencion a Personas Mayores Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028000;Otros Centros No Administrativos;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028001;Centro Base Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028999;Centro Atencion Personas con Discapacidad Intelectual Grave Albatros Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029000;Centro Atencion Personas con Discapacidad Grave la Piedra Encantada Abengibre;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029001;Centro de Dia de Mayores Albacete I;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029002;Centro de Dia de Mayores Albacete II;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029003;Centro de Dia de Mayores Almansa;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029004;Centro de Dia de Mayores Hellin;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029005;Centro de Dia de Mayores la Roda;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029006;Centro de Dia de Mayores Tobarra;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029007;Centro de Dia de Mayores Villarrobledo;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029008;Centro de Menores Arco Iris Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029009;Centro Regional de Menores Albaidel;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029010;Residencia de Mayores Alabega Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029011;Residencia de Mayores Alcabala Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029012;Residencia de Mayores Calares del Mundo Riopar;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029014;Residencia de Mayores el Ballestero;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029015;Residencia de Mayores el Castillo Almansa;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029016;Residencia de Mayores el Jardin Higueruela;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029017;Residencia de Mayores el Robledillo Villarrobledo;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029018;Residencia de Mayores la Paz el Salobre;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029019;Residencia de Mayores las Viñas Madrigueras;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029020;Residencia de Mayores Lezuza;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029021;Residencia de Mayores Molinicos;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029022;Residencia de Mayores Nogueras del Arco Socovos;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029023;Residencia de Mayores Nuñez de Balboa Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029024;Residencia de Mayores Paseo de Cuba Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029025;Centro de Dia de Mayores Anexo a Residencia Vasco Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029026;Residencia de Mayores las Hazas Hellin;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029027;Residencia de Mayores Vianos;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029028;Piso Tutelado de Menores Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029029;Medio Abierto Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029030;Centro Acogida Menores el Pasico Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029031;Centro Actividades Culturales Ab50;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029702;Servicio Discapacidad Albacete;2;;4;A08027349;Delegacion Provincial Consejeria Bienestar Social Albacete;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028002;Secretaria Delegacion Provincial Bienestar Social Ciudad Real;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028003;Servicio Atencion Dependencia Ciudad Real;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028004;Servicio Atencion Primaria, Inclusion y Prestaciones Economicas Ciudad Real;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028005;Servicio Infancia y Familia Ciudad Real;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028006;Servicio Atencion a Personas Mayores Ciudad Real;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028007;Otros Centros No Administrativos;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028008;Centro Base Ciudad Real;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029060;Centro de Dia de Mayores Alcazar de San Juan;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029061;Centro de Alzheimer Ciudad Real;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029062;Centro de Dia de Mayores Almaden;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029063;Centro de Dia de Mayores Almagro;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029064;Centro de Dia de Mayores Bolaños de Calatrava;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029066;Centro de Dia de Mayores Campo de Criptana;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029067;Centro de Dia de Mayores Ciudad Real I;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029068;Centro de Dia de Mayores Ciudad Real II;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029069;Centro de Dia de Mayores Daimiel;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029070;Centro de Dia de Mayores la Solana;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029071;Centro de Dia de Mayores Manzanares;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029072;Centro de Dia de Mayores Piedrabuena;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029073;Centro de Dia de Mayores Puertollano I;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029074;Centro de Dia de Mayores Puertollano II;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029075;Centro de Dia de Mayores San Juan de Avila - Almodovar;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029076;Centro de Dia de Mayores Tomelloso;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029077;Centro de Dia de Mayores Valdepeñas;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029078;Centro de Dia de Mayores Villanueva de los Infantes;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029079;Complejo Residencial Guadiana I Ciudad Real;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029080;Complejo Residencial Guadiana II Ciudad Real;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029082;Residencia de Mayores Asistidos Gregorio Marañon Ciudad Real;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029087;Residencia Mayores Cabañeros de Alcoba;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029089;Residencia de Mayores Don Quijote Tomelloso;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029090;Residencia de Mayores Dulcinea Alcazar de San Juan;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029092;Residencia de Mayores las Pocitas del Padre Prior Puertollano;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029093;Residencia de Mayores los Jardines Manzanares;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029095;Residencia de Mayores Masiega Daimiel;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029096;Residencia de Mayores Nuestra Señora del Carmen Ciudad Real;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029098;Residencia de Mayores Virgen de Peñarroya Argamasilla;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029100;Piso Tutelado Discapacitados Borja Ciudad Real;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029703;Servicio Discapacidad Ciudad Real;2;;4;A08027350;Delegacion Provincial Consejeria Bienestar Social Ciudad Real;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028009;Secretaria Delegacion Provincial Bienestar Social Cuenca;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028010;Servicio Atencion Dependencia Cuenca;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028011;Servicio Atencion Primaria, Inclusion y Prestaciones Economicas Cuenca;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028012;Servicio Infancia y Familia Cuenca;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028013;Servicio Atencion a Personas Mayores Cuenca;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028014;Otros Centros No Administrativos;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08028015;Centro Base Cuenca;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029152;Centro de Dia de Mayores Cuenca I;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029154;Centro de Dia de Mayores Cuenca II;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029155;Centro de Dia de Mayores Huete;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029157;Centro de Dia de Mayores Dos Rios Cuenca;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029159;Centro de Dia de Mayores los Alamos Quintanar del Rey;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029160;Centro de Dia de Mayores Mota del Cuervo;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029162;Centro de Dia de Mayores Priego;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029163;Centro de Dia de Mayores San Clemente;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
A08029165;Centro de Dia de Mayores San Jose Cuenca;2;;4;A08027351;Delegacion Provincial Consejeria Bienestar Social Cuenca;A08002880;Comunidad Autónoma de Castilla-La Mancha;N;;;V;;S1911001D
