C_ID_UD_ORGANICA;C_DNM_UD_ORGANICA;C_ID_NIVEL_ADMON;C_ID_TIPO_ENT_PUBLICA;N_NIVEL_JERARQUICO;C_ID_DEP_UD_SUPERIOR;C_DNM_UD_ORGANICA;C_ID_DEP_UD_PRINCIPAL;C_DNM_UD_ORGANICA;B_SW_DEP_EDP_PRINCIPAL;C_ID_DEP_EDP_PRINCIPAL;C_DNM_UD_ORGANICA;C_ID_ESTADO;D_VIG_ALTA_OFICIAL;NIF_CIF
A07008966;Unidad de Desarrollo Agrario de Navaluenga-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008967;Unidad Veterinaria de El Barraco-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008968;Unidad Veterinaria de Navarredonda de Gredos-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008969;Unidad Veterinaria de las Navas del Marqués-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008970;Unidad de Desarrollo Agrario de Piedrahita-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008971;Unidad de Desarrollo Agrario de San Pedro del Arroyo-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008972;Unidad de Desarrollo Agrario de Sotillo de la Adrada-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07011776;Unidad de la Junta de Castilla y León de Arenas de San Pedro-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07012210;C Música Tomás Luis de Victoria;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568197H
A07012211;Cee Príncipe Don Juan;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0500398C
A07012212;CEIP Almanzor;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568169G
A07012213;CEIP Arturo Duperier;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568172A
A07012214;CEIP Cervantes;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568159H
A07012215;CEIP Claudio Sánchez Albornoz;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568046G
A07012216;CEIP Comuneros de Castilla;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568095D
A07012217;CEIP CRA Alto Alberche;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0500374D
A07012218;CEIP CRA Alto Gredos;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568064J
A07012219;CEIP CRA Alto Tiétar;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568225G
A07012220;CEIP CRA Arturo Duperier;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568048C
A07012221;CEIP CRA Camilo José Cela;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568216F
A07012222;CEIP CRA el Barranco;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568227C
A07012223;CEIP CRA el Calvitero;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568049A
A07012224;CEIP CRA el Valle;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568103F
A07012225;CEIP CRA Fuenteadaja;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568145G
A07012226;CEIP CRA la Gaznata;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568073A
A07012227;CEIP CRA la Serrezuela;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568004F
A07012228;CEIP CRA la Sierra;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568012I
A07012229;CEIP CRA las Cogotas;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568162B
A07012230;CEIP CRA las Torres;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568143B
A07012231;CEIP CRA los Fresnos;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568062D
A07012232;CEIP CRA los Regajales;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568092A
A07012233;CEIP CRA Llanos de Moraña;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568010C
A07012234;CEIP CRA Miguel Delibes;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568013G
A07012235;CEIP CRA Moraña Baja;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568178H
A07012236;CEIP CRA Navas del Alberche;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568156D
A07012237;CEIP CRA Santa Teresa;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568180D
A07012238;CEIP CRA Tierra de Arevalo;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568217D
A07012239;CEIP CRA Tomás Luis de Victoria;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568030A
A07012240;CEIP CRA Ulaca;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568044B
A07012241;CEIP CRA Valdelavía;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568147C
A07012242;CEIP CRA Valle Amblés;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568113E
A07012243;CEIP CRA Vetonia;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568076D
A07012244;CEIP Doña Concepción Arenal;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568059J
A07012245;CEIP el Pradillo;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568075F
A07012246;CEIP el Zaire;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568204B
A07012247;CEIP Gran Duque de Alba;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568183H
A07012248;CEIP Juan Arrabal;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568093I
A07012249;CEIP Juan de Yepes;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568207E
A07012250;CEIP Juan Luis Vives;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568025A
A07012251;CEIP Juan Xxiii;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568192I
A07012252;CEIP la Moraña;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568130I
A07012253;CEIP las Rubieras;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568132E
A07012254;CEIP los Arevacos;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568152C
A07012255;CEIP Moreno Espinosa;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568219J
A07012256;CEIP Reina Fabiola de Bélgica;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568224J
A07012257;CEIP Reyes Católicos;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568099F
A07012258;CEIP San Esteban;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568154I
A07012259;CEIP San Juan de la Cruz;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568215H
A07012260;CEIP San Pedro Bautista;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568112G
A07012261;CEIP Santa Ana;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568161D
A07012262;CEIP Santa Teresa;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568211G
A07012263;CEIP Santa Teresa de Jesús;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568057D
A07012264;CEIP Santo Tomás;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568194E
A07012265;CEIP Toros de Guisando;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568181B
A07012266;CEIP Vicente Aleixandre;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568184F
A07012267;CEIP Villa de la Adrada;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568009E
A07012268;CEIP Zorrilla Monroy;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568098H
A07012269;Ceo Virgen de Navaserrada;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568220H
A07012270;Cepa Centro de Adultos de Arenas de San Pedro;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0500375A
A07012271;Cepa Centro de Adultos de Arévalo;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0500351B
A07012272;Cepa Centro de Adultos de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568160F
A07012273;Cepa Centro de Adultos de el Barco de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0500376I
A07012274;Cepa Centro de Adultos de el Tiemblo;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0500353H
A07012275;Cepa Centro de Adultos de Sotillo de la Adrada;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0500352J
A07012276;Cfie de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568157D
A07012277;Cifp Centro Integrado de FP de Avila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0500393D
A07012278;Crie de Naturávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0500341C
A07012279;Ea Escuela de Arte de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568114C
A07012280;Eei la Encarnación;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568053C
A07012281;Eh Santísima Trinidad;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;R0500007J
A07012282;Eoi Escuela Oficial de Idiomas de Arévalo;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568232C
A07012283;Eoi Escuela Oficial de Idiomas de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568120J
A07012284;Equipo de Atención Temprana de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0500386H
A07012285;Equipo General Alberche;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568236D
A07012286;Equipo General Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568085E
A07012287;Equipo General Gredos;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568235F
A07012288;Equipo General Moraña;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568234I
A07012289;Equipo General Valle del Tiétar;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568233A
A07012290;IES Adaja;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568017H
A07012291;IES Alonso de Madrigal;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568126G
A07012292;IES Aravalle;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568153A
A07012293;IES Candavera;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568239H
A07012294;IES Claudio Sanchez Albornoz;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568071E
A07012295;IES Eulogio Florentino Sanz;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568203D
A07012296;IES Gredos;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568070G
A07012297;IES Hermenegildo Martín Borro;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568029C
A07012298;IES Isabel de Castilla;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568140H
A07012299;IES Jorge Santayana;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568238J
A07012300;IES José Luis L. Aranguren;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0500367H
A07012302;IES María de Córdoba;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568241D
A07012303;IES Sierra del Valle;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568148A
A07012304;IES Valle del Alberche;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568240F
A07012306;IES Vasco de la Zarza;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0568179F
A07012307;Ieso San Juan de la Cruz;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0500360C
A07012308;Ieso Villa de Sotillo;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;Q0500359E
A07013356;Comisión Territorial de Medio Ambiente y Urbanismo de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07013365;Junta Arbitral de Transporte de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07013374;Comisión Territorial de Valoración de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07020059;Unidad Veterinaria de El Barco de Ávila-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07020060;Unidad de Desarrollo Agrario de El Barco de Ávila-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07020061;Unidad de Desarrollo Agrario de Candeleda-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07020062;Unidad Veterinaria de Navaluenga-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07020063;Unidad de Desarrollo Agrario de las Navas del Marqués-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07020064;Unidad Veterinaria de Piedrahita-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07020065;Unidad Veterinaria de San Pedro del Arroyo-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07020066;Unidad Veterinaria de Sotillo de la Adrada-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07023922;Servicio Territorial de Hacienda de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;
A07023968;Servicio Territorial de Sanidad de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;
A07024179;Servicio Territorial de Cultura y Turismo de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;
A07037807;Servicio Territorial de Industria, Comercio y Economía de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;
A07042374;Servicio Territorial de Movilidad y Transformación Digital-Vivienda y Urbanismo de Ávila;2;CA;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;26/01/23;S4711001J
A07004809;Centro Administrativo de la Junta de Castilla y León de Miranda de Ebro-Burgos;2;;3;A07004776;Delegación Territorial de Burgos;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008974;Secretaría Territorial de la Delegación Territorial de Burgos;2;;3;A07004776;Delegación Territorial de Burgos;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008976;Asesoría Jurídica de la Delegación Territorial de Burgos;2;;3;A07004776;Delegación Territorial de Burgos;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
